11-02||||||||||Holy Martyrs Acindynus, Pegasius, Aphthonius, Elpidephorus, and Anempodistus, of Persia (c.345). Holy Martyrs Domnina, Domna, & Kyriaki. St. Marcian of Cyprus (388).|SS. Baya and Maura, anchoresses, of Scotland (10th C). St. Erc of Slane (512).
11-03|Dedication of the Church of the Great Martyr George in Lydda (4th C)||Acts 12:1-11|John 15:17-16:2|||1|||Holy Martyrs Acepsimas the bishop, Joseph the presbyter, and Aithalas the deacon, of Persia (4th C). New Martyr hieromonk George of Neopolis, Asia Minor (1797). St. Theodore the confessor, bishop of Ancyra (9th C). St. Nicholas of Iveron and Georgia (1308).|St. Winifred of Treffynon (Holywell) (7th C). St. Elerius, abbot (6th C). St. Clodock, hermit (6th C). St. Wulgan of Canterbury, confessor (8th C). St. Romwold of Northumbria, confessor (7th C). St. Cristiolus (7th C) brother of St. Sulian and founder of churches. St. Englatius of Tarves, Aberdeenshire (966). St. Vulganius hermit in Arras (c.704).
11-04||||||||||St. Ioannikios the Great of Bithynia (846). Hieromartyrs Nicander, bishop of Myra, and Hermas, presbyter (1st C). Holy Martyr Porphyrius the Mime of Caesarea (361). St. Sylvia, mother of St. Gregory Dialogos (6th C). St. John (Doukas Vataxis) the Merciful, Emperor of Nicaea (1254).|St. Birnstan, bishop of Winchester (934). Holy Martyr Clarus of Rochester, hermit (c.875).
11-05||||||||||Holy Martyrs Galacteon and his wife, Epistemis, at Emesa (Homs) (3rd C). Apostles Patrobus, Hermas, Linus, Gaius, and Philologus of the Seventy (1st C). Hieromartyr Pamphilos. Hieromartyr Silvanus, bishop of Gaza. Repose of St. Jonah, archbishop of Novgorod (1470).|St. Kanten, founder of Llanganten, Powys (8th C). St. Kea, bishop in Devon (6th C).
11-06||||||||||St. Paul the Confessor, archbishop of Constantinople (361). Venerable Luke of Sicily (820). St. Barlaam, abbot of Khutyn (1192). St. Barlaam of Keret Lake (16th C). St. Leonard. abbot of Noblac, Gaul (c.559). Repose of St. Herman, archbishop of Kazan (1567). Synaxis of the New Martyrs of Sarov: Anatole, Basil, Hierotheus, Isaac, and Rufinus. Russian New Martyr Gregory the Cross-bearer (1936).|St. Mellion (6th C). St. Edwen (7th C). St. Efflam (c.700). St. Winoc (717). All Saints of Ireland. St. Cowey of Portaferry, Abbot of Moville (8th C). St. Illtyd, abbot of Llanilltyd Fawr (6th C).
11-07||||||||||Holy 33 Martyrs of Melitene (290). Holy Martyr Theodotus of Ancyra (303). Holy Martyrs Thessalonika in Amphipolis and Alexander of Thessalonika. St. Lazarus the Wonderworker of Mt. Galesion near Ephesus (1054).|St. Willibrord of Northumbria, archbishop of Utrecht, Apostle of Frisia (739).
11-08|The Synaxis of the Archangel Michael and the other Bodiless Powers: Archangels Gabriel, Raphael, Uriel, Salathiel, Jegudiel, Barachiel, and Jeremiel|3|Hebrews 2:2-10|Luke 10:16-21|1||1|1||Holy Martha, Princess of Pskov (1300).|St. Cybi abbot in Cornwall and Wales (550). St. Tyssilio, abbot of Meifod (640). St. Willehad, bishop and Missionary (789). St. Moroc, bishop of Dunblane (9th C). St. Gervadius of Elgin (10th C).
11-09|Saint Nektarios (Kephalas) of Aegina, the wonderworker, metropolitan of Pentapolis (1920)|4|Ephesians 5:8-19|Matthew 4:25-5:12|||1|||Holy Martyrs Onesiphorus and Porphyrius of Ephesus (284). St. Matrona, abbess, of Constantinople (492). St. John the Short, of Egypt (422). St. Theoctiste of the Isle of Lesbos (881). St. Simeon Metaphrastes (the Translator) (960). St. Euthymius and St. Neophytus, founders of Docheiariou Monastery, Mt. Athos (10th C). St. Job, 1st patriarch of Moscow (1606).|St. Benignus, the Psalmsinger (c.466). St. Pabo, abbot of Llanbabon (c.510).
11-10||||||||||Apostles of the Seventy: Erastus, Olympas, Herodian, Sosipater, Quartus, and Tertius (1st C). Holy Martyr Orestes of Cappadocia (304). Translation of the relics of St. Gregory, presbyter, in Assos of Lesbos. St. Leo the Great, pope of Rome (461). Holy Martyr Constantine, Grand Prince of Kartli, Georgia (842). Venerable Theostiriktos of Symbola.|St. Justus, 4th archbishop of Canterbury (627). St. Aedh MacBrice, bishop of Killare (588). St. Eleath the Poet (6th C).
11-11|Holy Martyrs Menas of Egypt (304), Victor of Damascus (2nd C) and Vincent of Spain (204)||2 Corinthians 4:6-15|Matthew 10:16-22|1||1|||Stephanida of Spain (2nd C). St. Theodore the Confessor, abbot of the Studion (826). Repose of Blessed Maximus of Moscow, Fool-for-Christ (1434).|St. Cynfran of Carnarvonshire (5th C). St. Bertuin (c.698). St. Rhediw of Llanllyfni.
11-12|Saint John the Merciful, patriarch of Alexandria (619)|X|2 Corinthians 9:6-11|Matthew 5:14-19|1||1|1||St. Nilus the Ascetic, of Sinai (5th C). Martin the Merciful, bishop of Tours (397)(or Oct 12th or in the West, Nov 11th). Blessed John ‘the Hairy’, Fool-for-Christ, at Rostov (1580). St. Nilus, the Myrrh-streaming, of Lavra, Mt Athos (1651). New Martyr Sabbas Nigdelinus of Constantinople (1726). New Martyr Nicholas of Constantinople (1742). Synaxis of the Russian New Martyrs of Optina: Anatole, Barnabas, Dositheus, Nektary, Nikon, Panteleimon, Vincent, and Isaac. New Hieromartyrs Constantine, Vladimir and Alexander, priests (1937).|St. Machar, bishop of Aberdeen (6th C). St. Sinnell of Cleenish (6th C). St. Cadwaladr, King of the Welsh (664). St. Cummian Fada, founder of the monastery of Kilcummin (662). St. Liafwine of Deventer, missionary (c.773). Monk-martyr Ymar of Reculver (c.830).
11-13|Saint John Chrysostom, Archbishop of Constantinople (407)|3|Hebrews 7:26-8:2|John 10:9-16|1||1|1||Holy Martyrs Antoninus, Nicephorus and Germanus, of Caesarea in Palestine (308). Holy Martyr Manetha of Caesarea in Palestine (308). New Martyr Damaskinos and Damian of Mt. Athos (1681).|St. Devinicus (Denick) (6th C). St. Columba the Virgin (c.6th C). St. Chillien (Kilian) (7th C). St. Abbo, abbot of Ramsey and Fleury (c.1004). St. Gredifael (7th C).
11-14|Holy and All-Praised Apostle Philip (1st C)|4|1 Corinthians 4:9-16|John 1:43-51|1||1|1||St. Gregory Palamas, archbishop of Thessalonica (1359). St. Justinian the Emperor (565) and his wife St. Theodora (548). Holy Great New Martyr Constantine of Hydra, Mt. Athos (1800).|St. Dyfrig, bishop in Hereford and Gwent, hermit of Bardsey Island (545). St. Malo of Brittany (621). St. Modanic, bishop of Aberdeen (8th C). St. Sidonius of Saint-Saëns (c.690).
11-15||||||||||Holy Martyrs and Confessors Gurias (299), Samonas (306), and Abibus (Habib) (322), of Edessa. Holy Martyrs Elpidius, Marcellus, and Eustochius, who suffered under Julian the Apostate (4th C). St. Thomas the New, patriarch of Constantinople (668). St. Paisius (Velichkovsky) of Moldavia and Mt. Athos (1794).|St. Machell, founder of the monastery of Llanfechell (7th C). St. Fintan, monk and hermit (879).
11-16|Holy Apostle and Evangelist Matthew (60)|4|1 Corinthians 4:9-16|Matthew 9:9-13|1|1|1|||St. Fulvianus, Prince of Ethiopia, in Holy Baptism, Matthew (1st C). Holy Martyr Ephygenia.|St. Afan of Llanafan in Powys (6th C). St. Gobrain, bishop and hermit (725). St. Aelfric, 28th archbishop of Canterbury (1005).
11-17||||||||||St. Gregory the Wonderworker of Neo-Caesarea (c.270). St. Gennadios I, patriarch of Constantinople (1464). St. Gregory, bishop of Tours (594) and with him St. Aredius, abbot of Limoges (614) and St. Vulfolaic, stylite of Trier. St. Lazarus the Iconographer, of Constantinople (c.857). St. Nikon, abbot of Radonezh, disciple of St. Sergius (1426).|Righteous Mother Hilda of Whitby, abbess (680).
11-18||||||||||Great Martyr Plato of Ancyra (c.306). Hieromartyr Romanus the deacon, of Caesarea, and the youth Barulas, of Antioch (303). Holy Martyrs Zacchaeus the deacon and Alphæus of Cæsarea in Palestine (303). New Martyrs Anastasius of Epirus and Daniel (1750).|St. Mawes, bishop in Cornwall and Brittany (5th C). St. Constant, priest-hermit at Lough Erne (777). St. Keverne, friend of St. Kieran (6th C). St. Mummolus companion of St Fursey (c.690).
11-19||||||||||Prophet Obadiah (Abdias). Holy Martyr Barlaam of Caesarea in Cappadocia (c.304). Holy Martyr Agapius of Gaza (306). St. Barlaam and Monk Ioasaph, Prince of India, and St. Abenner the King, his father (4th C). Holy Martyrs Anthimos, Thallalaeos, Christopher, Euphemia & her children. St. Philaret, metropolitan of Moscow (1867). St. Hilarion the Georgian, wonderworker of Thessalonica (875). Holy Martyr Heliodorus in Pamphylia (273). St. Barlaam, abbot of the Kievan Caves (1065).|St. Egbert, 1st archbishop of York (766). St. Ermenburgh, abbess of Thanet (c.700). St. Medana of Galloway (8th C).
11-20|||||||||Forefeast of the Entrance of the Theotokos into the Temple|St. Gregory Decapolites (816). St. Proclus, Archbishop of Constantinople (447). Venerable Sozomen the Wonderworker of Cyprus (12th C).|St. Edmund, King of East Anglia and Martyr (869). St. Eval, bishop of Cornwall (6th C).
11-21|The Entry of the Most Holy Theotokos into the Temple|2|Hebrews 9:1-7|Luke 10:38-42,11:27-28|1|1|1|1||St. Rufus of Rome (c.90).|St. Digain (5th C).
11-22|||||||||Afterfeast of the Entrance of the Theotokos into the Temple|Apostles of the Seventy Philemon and Archippus, Martyr Apphia, wife of Philemon and Equal-to-the-Apostles, and Onesimus, disciple of St. Paul (1st C). Virgin-Martyr Cecilia of Rome and those with her (c.230). Holy Martyr Michael, Prince of Tver (1318). St. Clement of Ochrida, bishop of Greater Macedonia and Enlightner of Bulgaria (916). Venerable Kallistos (Xanthopoulos) of Mt. Athos, patriarch of Constantinople (1397).|St. Deiniol the Younger, abbot of Bangor (621).
11-23|||||||||Afterfeast of the Entrance of the Theotokos into the Temple|St. Amphilochius, bishop of Iconium (394). St. Gregory, bishop of Agrigentum (594). St. Ischyrion, bishop in Egypt and hermit of Sketis (3rd C). Venerable Sisinios the Confessor, bishop of Kyzikos (c.325). St. Dionysios 1st, patriarch of Constantinople (15th C). St. Alexander Nevsky (in schema Alexis), grand prince of Novgorod (1263).|St. Columbanus of Bobbio, abbot and missionary (615). St. Polin, abbot of Whitland (6th C).
11-24|||||||||Afterfeast of the Entrance of the Theotokos into the Temple|Hieromartyr Clement, pope of Rome (101). Hieromartyr Peter, archbishop of Alexandria (311). Hieromartyr Hermogenes, bishop of Agrigentum (c.260). Hieromartyr Mercurius, bishop of Smolensk (1238). Holy Martyrs Philomenos and Alexander at Corinth (4th C). Venerable Mercurius, the Faster of the Kievan Caves (14th C).|St. Colman, bishop of Cloyne (606). St. Kenan, bishop of Darnleag (500). St. Enfleda, abbess of Whitby (c.704). Holy Martyr Bieuzy, disciple of Gildas (7th C).
11-25|Great Martyr Catherine, the all-wise, of Alexandria (305)|3|Galatians 3:23-4:5|Mark 5:24-34|1||1|1|Leavetaking of the Entrance of the Theotokos into the Temple|Great Martyr Mercurius of Caesarea in Cappadocia (3rd C). Venerable Peter the Silent, of Galata, Syria (429). Holy Martyrs Augusta Faustina the Empress, Porphyrius, and 200 soldiers at Alexandria with Great-martyr Catherine (305).|
11-26||||||||||Venerable Alypios the Stylite of Adrianopolis (7th C). St. Stylianos of Paphlagonia, monk (7th C). St. Nikon Metanoeite ("Preacher of Repentance") (998). Repose of St. Innocent, 1st bishop of Irkutsk (1731). St. James the Solitary of Syria (457). New Martyr George of Chios (1807).|
11-27||||||||||Great Martyr James the Persian (421). St. Palladius of Thessalonica (7th C). St. Pinuphrius the Righteous, of Egypt (4th C). Venerable Nathanael of Nitria (6th C). St. James, bishop and Wonderworker of Rostov (1392).|St. Virgilius (Fergal), bishop of Salzburg (784). St. Seachnall, bishop of Dunsaughlin (457). St. Congar, abbot of Congresbury (6th C). St. Gallgo of Llanallgo (6th C). St. Fergus, missionary to the Picts (c.721).
11-28||||||||||Monk Martyr and Confessor Stephen the New of Mt Athos (767). Hieromartyr Auxentius and those with him at Tiberiopolis (767). Holy Martyr Irenarchus and Seven Women Martyrs at Sebaste (303).|St. Fionnchu, successor of St. Comgall (6th C).
11-29||||||||||Holy Martyr Paramon and his 370 companions in Bithynia (250). Holy Martyr Philoumenus of Ancyra, and with him Martyrs Valerian and Phaedrus (c.274). St. Acacius of Sinai, who is mentioned in "The Ladder" (7th C). St. Dionysius, bishop of Corinth (182). St. Nicholas, archbishop of Thessalonica. St. Urban of Macedonia.|St. Brendan of Birr (573). St. Sadwen (5th C). St. Egelwine of Athelney, monk (7th C).
11-30|Holy and All-Praised Apostle Andrew the First-called (62)|3|1 Corinthians 4:9-16|John 1:35-51|1||1|1||St. Frumentius, archbishop of and Enlightener of Ethiopia (c.380). St. Alexander, bishop of Mithymna on Lesbos.|St. Tudwal, bishop in Wales and Brittany (6th C).
12-01||||||||||Prophet Nahum (7th C. BC). Righteous Philaret the Merciful of Amnia (792). Holy Martyr Ananias of Persia. St. Porphyrios, patriarch of Antioch (413). St. Theoclites, archbishop of Lakedaimonia (870). SS Ananias and Solochonus, archbishops of Ephesus.|St. Grwst of Llanrwst (7th C).
12-02||||||||||Prophet Avakkum (Habakkuk) (7th C. BC). Holy Martyrs Abibus the New and Myrope of Chios (251). St. Ioannicius of Devich, monk (1430). St. Cyril of Phileus (1110). SS John, Heraclemon, Andrew, and Theophilus of Egypt (4th C). St. Stephen-Urosh V, King of Serbia (1371) and St. Helen of Serbia. St. Ise (Jesse), bishop of Tsilkani in Georgia (6th C).|St. Trumwine of Abercorn, (late 7th C).
12-03||||||||||Prophet Sophonias (Zephaniah) (635 BC). St. John the Silent of St. Sabbas’ Monastery (558). Hieromartyr Theodore, archbishop of Alexandria (606). Holy Martyrs Agapius and Seleucius. St. Theodoulos, eparch of Constantinople (c.440). New Martyr Angelos of Chios (1813). Monk-martyr Cosmas of St. Anne’s Skete. St. Sabbas, abbot of Zvenigorod, disciple of St. Sergius of Radonezh (1406).|St. Birinus, bishop of Dorchester and Apostle of Wessex (650). St. Lucius of Britain (c.200). St. Ethernan (c.699). St. Sola, disciple of St. Boniface (794).
12-04|Great Martyr Barbara and Martyr Juliana, at Heliopolis in Syria (306)|3|Galatians 3:23-4:5|Mark 5:24-34|1||1|1||St. John the Righteous, of Damascus (776). New Hieromartyr Bishop Seraphim at the Phanar (1601). New Martyrs Protopresbyter Alexander Hotovitzky of New York (1937), and Priest Alexis Benemansky of Tver (1937).|
12-05|Saint Sabbas the Sanctified (532)|3|Galatians 5:22-6:2|Matthew 11:27-30|1||1|1||Holy Martyr Diogenes (435). Philotheos the Righteous of Mount Athos. St. Nectarius of Bitol (1500), and his Elder, St. Philotheus, of Karyes Skete. Commemoration of St. Cosmas of Vatopedi (1276) and the monks of Karyes Skete, martyred by the Latins. St. Gurias, archbishop of Kazan (1563).|St. Cawrdaf, monk and disciple of St. Illtyd (5th C). St. Justinian (Iestin), hermit of Ramsey (560).
12-06|Saint Nicholas the Wonderworker, archbishop of Myra in Lycia (c.345)|3|Hebrews 13:17-21|Luke 6:17-23|1||1|1||St. Nicholas, bishop of Patara (c.3rd C). New Martyr Nicholas of Karamania in Asia Minor (1657). St. Theophilus, bishop of Antioch (181). Blessed Maximus, metropolitan of Kiev (1305).|SS Auxilius, Isserninus and Secundinus, workers with St. Patrick (5th C).
12-07||||||||||St. Ambrose, bishop of Milan (397). Holy martyr Athenodorus of Mesopotamia (304). St. Gregory the Silent of Serbia , founder of Grigoriou monastery, Mt. Athos (14th C). St. Nilus of Stolbensk Lake (1554). St. Anthony, abbot of Siya, Novgorod (1558). St. John, Faster of the Kievan Caves (12th C). Holy Martyr Philothea of Arges (13th C). Venerable Gerasimos.|St. Buithe, missionary (521). St. Diuma, bishop and missionary (658).
12-08|||||||||Forefeast of the Conception of the Theotokos|St. Patapius of Thebes (8th C). Holy Apostles of the Seventy: Sosthenes, Apollos, Cephas, Tychicus, Epaphroditus, and Onesiphorus (1st C). St. Sophronius, archbishop of Cyprus (6th C).|St. Gunthild of Wimborne (748).
12-09|The Conception by the Righteous Anna of the Most Holy Theotokos|4|Galatians 4:22-27|Luke 8:16-21|1||1|||Prophetess Anna (Hannah), mother of the Prophet Samuel (1100 BC). Holy Martyr Narses of Persia. St. Stephen the "New Light" of Constantinople (912).|St. Budoc, abbot of Youghal (7th C). St. Ethelgif (Æthelgifu), abbess of Shaftesbury (896). St. Wolfeius, hermit of St. Benet Hulme, Norfolk (1000).
12-10||||||||||Holy martyrs Menas, Hermogenes, and Eugraphus of Alexandria (313). St. Thomas of Bithynia (10th C). St. Joasaph, bishop of Belgorod (1754). Holy Martyr Gemellus of Paphlagonia (361). Blessed John, King of Serbia (1503), and his parents Stephen (1468) and Angelina Brancovich (16th C).|
12-11||||||||||St. Daniel the Stylite of Constantinople (490). St. Luke the New Stylite of Chalcedon (980). St. Nikon the Dry of the Kievan Caves (12th C). Monk-martyr Barsabas, abbot of Ishtar and 10 companions in Persia (342). St. Leontius, Monk, of Monembasia in the Peloponnese (1450). Holy martyrs Acepsius and Aeithalas at Arbelus (534).|St. Cian the Hermit (6th C). St. Peris of Llanberis (c.6th C).
12-12|Saint Spyridon the Wonderworker, bishop of Tremithus (c.348)|3|Ephesians 5:8-19|John 10:9-16|1||1|1||St. John, metropolitan of Zichon, founder of the monastery of the Forerunner on Mt. Menikion (1333). Hieromartyr Alexander, bishop of Jerusalem (251). Holy martyr Synesius of Rome (275).|St. Finnian, bishop of Clonard and founder of Skellig Michael (c.549). St. Colman of Glendalough (659). St. Columba of Leinster (548). St. Cormac, abbot (6th C). St. Agatha of Wimborne (790).
12-13||||||||||Virgin-martyr Lucy of Syracuse (304). Holy Martyrs Eustratius, Auxentius, Eugene, Mardarius, and Orestes, at Sebaste (4th C). Repose of St. Herman of Alaska (1836). St. Arsenios of Latros (9th C). Hieromartyr Gabriel I, patriarch of Serbia (1659).|St. Edburgh (Eadburh), abbess of Minster-in-Thanet (751).
12-14||||||||||Holy Martyrs Thyrsus, Leucis and Callinicus of Apollonia (250). St. Venantius Fortunatus, hymnographer and bishop of Poitiers (7th C). Holy martyrs Apollonius, Philemon, Arianus, and Theoctychus of Alexandria (3rd C)|St. Hygbald, abbot of Hibaldstow (7th C). SS. Fingar and Phiala, and 770 other martyr companions (5th C).
12-15|Hieromartyr Eleutherius, bishop of Illyria|4|2 Timothy 1:8-18|Mark 2:23-3:5|1||1|||Martyr Anthia, mother o St Eleutherius, and Corivus the Eparch (126). Holy martyr Susanna the deaconess of Palestine (4th C). Monk-martyr Bacchus of Mar Sabba (8th C). St. Stepan (Stephen) the Confessor, bishop of Sourozh in the Crimea (790). St. Tryphon, of Pechenga (1583), and his martyred disciple Jonah. Venerable Paul of Latros (955)|Offa, King of Essex, monk (c.709). St. Florentius (Flann), abbot of Bangor (7th C).
12-16||||||||||Prophet Aggaeus (Haggai) (520 BC). Hieromartyr Modestus II, patriarch of Jerusalem (634). Blessed Empress Theophania of Constantinople (894). St. Memnon, archbishop of Ephesus (5th C). St. Nicholas Chrysoberges, patriarch of Constantinople (10th C)|St. Beoc of Lough Derg (5th C).
12-17|Holy Prophet Daniel and the Three Holy Children: Ananias, Azarias, and Misael|X|Hebrews 11:33-12:2|Luke 11:47-12:1||||||St. Dionysius of Zakynthos, bishop of Aegina, the Wonderworker (1624). New Martyrs Paisus of Serbia, abbot, and Abbacum, deacon, of Serbia (1814)|St. Tydecho (6th C). St. Briach, disciple of St. Tudwal (6th C).
12-18||||||||||Holy Martyr Sebastian at Rome and his companions, Nicostratus, Zoe, Castorius, Tranquillinus, Marcellinus, Mark, Claudius, Symphorian, Victorinus, Tiburtius, and Castulus (287). Our Holy Father Michael Syngellon the Confessor at Constantinople (845)|St. Winebald, abbot and missionary in England and Heidenheim (761). St. Samthan, foundress of Clonbroney Convent (6th C). St. Flannan, 1st bishop of Killaloe (7th C).
12-19||||||||||Holy martyr Boniface and his Companions, at Tarsus in Cilicia, and the Righteous Aglais (Aglaida) of Rome (290). Holy martyr Eutyches of Thessalonica and with him 200 men and 70 women. Righteous Gregentius, archbishop of Omirits in Ethiopia (552)|St. Manirus, bishop and Apostle of the north of Scotland.
12-20|Hieromartyr Ignatius the Godbearer, bishop of Antioch|X|Hebrews 10:32-38|Mark 9:33-41 |||||Forefeast of The Nativity of Christ|Repose of Righteous John of Kronstadt (7th December O.S.) (1908). St. Philogonius, bishop of Antioch (323). New Martyr John of the Isle of Thasos. St. Daniel II, archbishop of Serbia (1338)|St. Urscinus, disciple of St. Columbanus and abbot of St. Ursanne (625).
12-21|||||||||Forefeast of The Nativity of Christ|Virgin-Martyr Juliana of Nicomedia, and with her 500 men and 130 women (304). Repose of St. Peter, metropolitan of Moscow and Wonderworker of All Russia (1326). Holy martyr Theomistocles of Myra in Lycia (251)|St. Bernwald of Bampton (8th C).
12-22|||||||||Forefeast of The Nativity of Christ|Great Martyr Anastasia, "Deliverer From Bonds", and her teacher, Martyr Chrysogonus, and with them Martyrs Theodota, Evodias, Eutychianus, and others, who suffered under Diocletian (304).|
12-23|||||||||Forefeast of The Nativity of Christ|Holy Ten Martyrs of Crete: Theodulus, Saturninus, Euporus, Gelasius, Eunician, Zoticus, Pompeius, Agathopus, Basilides, and Evaristus (3rd C). Dedication of the Church of the Holy Wisdom (Agia Sophia) in Constantinople (360). St. Nahum of Ochrid, Enlightener of the Bulgarians (10th C). St. Paul, bishop of Neo-Caesarea (4th C). New Hieromartyrs John Piankov and Nicholas Yakhontov, priests (1918)|St. Frithebert, bishop of Hexham (766). St. Mazota of Abernethy (8th C).
12-24|The Eve of the Nativity of our Lord and Saviour Jesus Christ|X|Hebrews 1:1-12|Luke 2:1-20|||1|1||Virgin-Martyr Eugenia of Rome, and with her the Martyrs Philip, her father, Protus, Hyacinth, Basilla and Claudia (c.262). New Martyr Achmed (Ahmet) the Calligrapher of Constantinople (1682)|St. Caran, missionary (7th C).
12-25|The Nativity of our Lord and Saviour Jesus Christ|1|Galatians 4:4-7|Matthew 2:1-12|1|1|1|1||The Commemoration of the Adoration of the Magi: Melchior, Caspar, and Balthasar. The Commemoration of the Shepherds in Bethlehem who were watching their flocks and went to see the Lord. St. Constantine the Jew|St. Alburgh (Æthelburh) of Wilton, nun (810).
12-26|Synaxis of Our Most Holy Lady, Theotokos and Ever-virgin, Mary|4|Hebrews 2:11-18|Matthew 2:13-23|||1||Afterfeast of The Nativity of Christ|Hieromartyr Euthymius, bishop of Sardis (840). New Hieromartyr Constantine the Russian, at Constantinople (1743). St. Archelaus, bishop of Kaskhara in Mesopotamia (3rd C). St. Zenon, bishop of Maiuma in Palestine (4th C)|St. Tathai of Glamorgan (6th C). St. Maethlu of Anglesey (6th C).
12-27|Holy Protomartyr and Protodeacon Stephen (34)||Acts 6:8-7:5,57-60|Matthew 21:33-42|1||1|1|Afterfeast of The Nativity of Christ|St. Theodore the Confessor, archbishop of Constantinople (686). St. Theodore Graptus (‘the branded’), Confessor and brother of Theophanes the Hymnographer (840).|
12-28|||||||||Afterfeast of The Nativity of Christ|The 20,000 Martyrs of Nicomedia including Glycerius the presbyter, Zeno, Theophilus, Dorotheus, Mardonius, Migdonius, Indes, Gorgonius, Peter, Euthymius, and the virgins Agape, Domna, Theophila and others (302). St. Nicanor the deacon, Apostle of the Seventy (38). St. Simon the Myrhh-streaming, founder of Simonopetra monastery on Mt Athos (14th C).|
12-29|||||||||Afterfeast of The Nativity of Christ|The 14,000 Infants (Holy Innocents) slain by Herod at Bethlehem. St. Marcellus, abbot of the monastery of the Unsleeping Ones (485). St. Anthony of Damascus, martyred at Ar-Raqqa (799). Righteous Father Thaddeus the Confessor (818). Commemoration of all Orthodox Christians who died from Hunger, Thirst, the Sword, and Freezing.|
12-30|||||||||Afterfeast of The Nativity of Christ|Virgin-Martyr Anysia at Thessalonica (305). St. Timon the deacon, of the Seventy (1st C). New Martyr Gideon of Karakallou, Mt. Athos (1818). Holy martyr Philoterus of Nicomedia, and with him Six Soldiers and One Count (311). Righteous Father Leondus the Archimandrite|St. Egwin, bishop of Worcester and founder of Evesham Abbey (717).
12-31|||||||||Leavetaking of The Nativity of Christ|St. Melania the Younger, Nun, of Rome (439). Hieromartyr Zoticus, Guardian of the Orphans (4th C). St. Gelasius, monk, of Palestine (5th C). St. Theophylact of Ochrid (1126). St. Peter Mogila, metropolitan of Kiev (1646).|
01-01|The Circumcision of our Lord and Saviour Jesus Christ, St. Basil the Great, Archbishop of Cæsarea in Cappadocia (379)|3|Colossians 2:8-12|Luke 2:20-21, 40-52|1|1|1|1||St. Gregory, bishop of Nazianzus, father of St. Gregory the Theologian (4th C). Holy martyr Basil of Ancyra (362). New martyr Peter of The Peloponnese. Holy martyr Theodotos. St. Theodosius of Tryglia, abbot. St. Almachius (391). St. Fulgentius, bishop of Ruspe in North Africa (533).|St. Maelrhys of the Isle of Bardsey (6th C). SS Elvan and Mydwyn, missionaries of Britain (2nd C). St. Beoc, abbot of Lough Derg (5th C). St. Connat, abbess of Kildare (590). St. Cuan (6th C). St. Fanchea, abbess of Rossory (585). St. Ernan mac Eoghan (c.640).
01-02|||||||||Forefeast of the Theophany|St. Sylvester, pope of Rome (335). St. Cosmas of Constantinople (1081). Repose (1833) and Second Uncovering of the Relics (1991) of St. Seraphim, Wonderworker of Sarov. Righteous Juliana of Lazarevsk (1604). St. Theodata, mother of the first SS Cosmas and Damian (3rd C). Hieromartyr Theogenes, bishop of Parium on the Hellespont (c.320). New Martyr George the Georgian (1770)|St. Seiriol of Wales (6th C).
01-03|||||||||Forefeast of the Theophany|Righteous Prophet Malachi (400 BC). Holy Martyr Gordius at Caesarea in Cappadocia (314). St. Geneviève of Paris (502). St. Peter of Atroa (837). St. Thomais of Lesbos (10th C). Finding of the relics of New Monk-Martyr Ephraim of Nea Makri, in 1950|St. Hywyn, companion of St. Cadfan in Cornwall. (6th C). St. Finlugh (Finlag) (6th C). St. Fintan (6th C). SS Fugatius and Damian (2nd C). St. Wenog.
01-04|||||||||Forefeast of the Theophany|Synaxis of the Seventy Apostles. Holy martyrs abbot Euthymius and twelve monks of Vatopedi Monastery (1276). St. Euthymius the New of Thessalonica, monk (886). St. Theoctistus, abbot of Cuocomo in Sicily (800). New Martyr Onuphrius Manassias the deacon of Chilandar Monastery, Mt. Athos (1818). Repose of St. Eustathius I, archbishop of Serbia (c.1285). Holy martyrs Zosimas the Hermit, and Athanasius the Commentarisius, anchorites of Cilicia (4th C). Holy martyrs Chrysantha and Euphemia.|
01-05|The Eve of the Theophany of our Lord|X|Vespers: 1 Corinthians 9:19-27|Luke 3:1-18|||1|1||Hieromartyr Theopemptus, bishop of Nicomedia, and Martyr Theonas (303). St. Syncletica of Alexandria (350). Righteous Prophet Micah (800 BC). Virgin Apollinaria of Egypt (470). SS Phosterius the Hermit and Menas of Sinai (6th C). St. Gregory of Crete, monk (820). New Monk-martyr Romanus of Carpenision, who suffered at Constantinople (1694)|St. Ruman of Ireland (5th C). St. Cera, abbess (7th C ). St. Kiara (Chier) (c.680).
01-06|The Theophany of our Lord and Saviour Jesus Christ|1|Titus 2:11-14,3:4-7|Matthew 3:13-17|1|1|1|1||Venerable Makarios Makris of Vatopedi Monastery on Mt. Athos and Pantocratoros Monastery in Constantinople. New Hieromartyr Romanus of Lacedæmonia (1695)|St. Edeyrn (6th C). St. Eigrad (6th C). St. Merryn (6th C). St. Diman (658). St. Schotin (6th C). St. Peter, abbot of Canterbury (c.607).
01-07|Synaxis of the Holy Glorious Prophet, Forerunner and Baptist John|4|Acts 19:1-8|John 1:29-34|1|1|1|1|Afterfeast of The Theophany|New Martyr Athanasius of Attalia and Smyrna (1700)|St. Brannock of Braunton (6th C). St. Cedd of Lastingham, bishop of the East Saxons (664). St. Cronan Beg, bishop of Aendrum (7th C). St. Kentigerna, mother of St. Foellan (734).
